race_id,year,circuit_id,is_street_circuit,lap_number,total_laps,status_sc_active,status_vsc_active,num_cars_running,min_gap_between_any_cars,num_pairs_gap_lt_1s,num_pitstops_last_1_lap,avg_tyre_age_laps,air_temperature,humidity,pressure,rainfall,track_temperature,wind_speed,label_sc_next_lap
2023_MELBOURNE_R,2023,MELBOURNE,1,45,59,1,0,17,0.112,1,0,38.5,17.5,57,1018.2,0,29.2,1.1,0
2023_MELBOURNE_R,2023,MELBOURNE,1,46,59,1,0,17,0.932,1,0,37.444,17.5,58,1018.4,0,29.3,1.2,0
2023_MELBOURNE_R,2023,MELBOURNE,1,47,59,1,0,17,0.938,3,0,38.444,17.5,58,1018.4,0,29.4,0.8,0
2023_MELBOURNE_R,2023,MELBOURNE,1,48,59,1,0,17,0.082,2,0,39.444,17.5,57,1018.2,0,29.2,0.8,0
2023_MELBOURNE_R,2023,MELBOURNE,1,49,59,1,0,17,0.05,2,0,40.444,17.5,57,1018.2,0,29.2,1.2,0
2023_MELBOURNE_R,2023,MELBOURNE,1,50,59,1,0,17,0.814,3,0,41.444,17.5,57,1018.2,0,29.2,0.8,0
2023_MELBOURNE_R,2023,MELBOURNE,1,51,59,1,0,17,0.206,1,0,42.444,17.5,56,1018.2,0,29,0.8,0
2023_MELBOURNE_R,2023,MELBOURNE,1,52,59,1,0,17,0.365,1,0,43.444,17.5,56,1018.2,0,28.9,1.3,0
2023_MELBOURNE_R,2023,MELBOURNE,1,53,59,1,0,17,0.824,1,0,44.294,17.5,56,1018.2,0,28.7,0.6,0
2023_MELBOURNE_R,2023,MELBOURNE,1,54,59,1,0,16,0.463,1,0,42.235,17.5,55,1018.2,0,28.9,0.4,0
2023_MELBOURNE_R,2023,MELBOURNE,1,55,59,1,0,16,1.382,0,0,32.824,17.5,56,1018.2,0,28.4,1.5,0
2023_MELBOURNE_R,2023,MELBOURNE,1,56,59,1,0,16,0.019,14,0,6.882,17.2,58,1018.4,0,27.2,1.2,0
2023_MELBOURNE_R,2023,MELBOURNE,1,57,59,0,0,16,0.796,3,0,9.308,17.2,58,1018.2,0,27.2,1.1,0
2023_MELBOURNE_R,2023,MELBOURNE,1,58,59,0,0,12,0.036,8,0,9.308,16.9,58,1018.4,0,24,1.5,0
2023_MELBOURNE_R,2023,MELBOURNE,1,59,59,0,0,3,0,1,0,59,16.9,58,1018.4,0,24,1.5,0
2023_BAKU_S,2023,BAKU,1,1,17,0,0,19,0,18,0,3.684,21.9,65,1008.7,0,32.4,1.7,0
2023_BAKU_S,2023,BAKU,1,2,17,0,1,19,0.201,5,0,4.947,22.1,61,1009,0,35.5,0.3,1
2023_BAKU_S,2023,BAKU,1,3,17,1,1,19,0.607,4,0,5.833,22.2,56,1009,0,35.1,1.7,0
2023_BAKU_S,2023,BAKU,1,4,17,1,1,18,0.565,5,0,6.611,22.2,60,1008.9,0,34.5,1.3,0
2023_BAKU_S,2023,BAKU,1,5,17,0,1,18,0.021,17,0,7.611,22,61,1008.9,0,34.1,0.8,0
2023_BAKU_S,2023,BAKU,1,6,17,0,1,18,0.004,11,0,8.611,22,61,1008.7,0,34,0.4,0
2023_BAKU_S,2023,BAKU,1,7,17,0,1,18,0.03,10,0,9.611,22,62,1008.7,0,34,0.6,0
2023_BAKU_S,2023,BAKU,1,8,17,0,1,18,0.105,7,0,10.611,21.9,64,1008.9,0,33.5,1,0
2023_BAKU_S,2023,BAKU,1,9,17,0,1,18,0.09,8,0,11.611,22,64,1008.7,0,33.4,0.8,0
2023_BAKU_S,2023,BAKU,1,10,17,0,1,18,0.041,7,0,12.611,22,66,1008.7,0,33.1,1.7,0
2023_BAKU_S,2023,BAKU,1,11,17,0,1,18,0.014,4,0,13.222,22,66,1008.7,0,33,1.7,0
2023_BAKU_S,2023,BAKU,1,12,17,0,1,18,0.101,7,0,14.222,21.9,67,1008.7,0,32.8,0.4,0
2023_BAKU_S,2023,BAKU,1,13,17,0,0,18,0.15,4,0,14.5,21.8,67,1008.7,0,32.9,0.5,0
2023_BAKU_S,2023,BAKU,1,14,17,0,0,18,0.027,4,0,15.5,21.8,67,1008.7,0,32.8,1,0
2023_BAKU_S,2023,BAKU,1,15,17,0,0,18,0.112,1,0,16.5,21.8,66,1008.7,0,33,1.8,0
2023_BAKU_S,2023,BAKU,1,16,17,0,0,18,0.403,3,0,17.5,21.8,66,1008.5,0,32.7,1.8,0
2023_BAKU_S,2023,BAKU,1,17,17,0,0,18,0.589,3,0,18.5,21.9,65,1008.7,0,32.6,0.6,0
2023_BAKU_R,2023,BAKU,1,1,51,0,0,20,0,19,0,1,24.6,51,1009.2,0,34.5,0.6,0
2023_BAKU_R,2023,BAKU,1,2,51,0,0,20,0.01,12,0,2,25,49,1008.7,0,42.9,1.2,1
2023_BAKU_R,2023,BAKU,1,3,51,0,0,20,0.074,12,0,3,25,49,1008.7,0,43.1,0.4,1
2023_BAKU_R,2023,BAKU,1,4,51,0,0,20,0.031,9,0,4,24.9,50,1008.7,0,43,1.1,1
2023_BAKU_R,2023,BAKU,1,5,51,0,0,20,0.014,7,0,5,25,50,1008.5,0,43.2,0.8,1
2023_BAKU_R,2023,BAKU,1,6,51,0,0,20,0.099,7,0,5.75,24.8,49,1008.5,0,43.3,0.6,1
2023_BAKU_R,2023,BAKU,1,7,51,0,0,20,0.006,4,0,6.45,24.8,50,1008.5,0,41.6,1.5,1
2023_BAKU_R,2023,BAKU,1,8,51,0,0,20,0.102,8,0,7.1,25,50,1008.4,0,41.7,0.8,1
2023_BAKU_R,2023,BAKU,1,9,51,0,0,20,0.11,7,0,6.9,25,49,1008.4,0,42.2,0.8,1
2023_BAKU_R,2023,BAKU,1,10,51,0,0,20,0.35,2,0,6.842,25,49,1008.4,0,42.2,0.8,1
2023_BAKU_R,2023,BAKU,1,11,51,1,0,19,0.227,4,0,6.789,25.1,50,1008.2,0,41,1.1,0
2023_BAKU_R,2023,BAKU,1,12,51,1,0,19,0.51,5,0,3.895,24.8,51,1008.2,0,41,1.2,0
2023_BAKU_R,2023,BAKU,1,13,51,0,0,19,0.004,17,0,4.579,24.9,50,1008,0,41,1.2,0
